draft_file,id,display_name,edition,source_id,faction,faction_keywords,source_file,source_page,model_count,weapon_count,points,movement,toughness,save,wounds,base_mm,coherency_inches,review_bucket,review_flags,decision
draft_arkanyst_evaluator_32mm_p37.json,draft_arkanyst_evaluator_32mm_p37,ARKANYST EVALUATOR [⌀32mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,37,1,0,,5,5,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_asmodai_p17.json,draft_asmodai_p17,Asmodai,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,17,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_atv_p121.json,draft_atv_p121,ATV 突击车,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,121,1,0,,12,5,3+,8,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_ax_1_0_p53.json,draft_ax_1_0_p53,虎鲨AX-1-0,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,53,1,6,1:315|1:375,-,11,3+,18,,2.0,needs_field_review,complex_weapon_damage|non_numeric_movement|non_numeric_objective_control,pending_manual_review
draft_ax_5_2_p74.json,draft_ax_5_2_p74,(AX-5-2)梭鱼,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,74,1,9,1:220,-,10,3+,14,,2.0,needs_field_review,complex_weapon_attacks|complex_weapon_damage|non_numeric_movement|non_numeric_objective_control,pending_manual_review
draft_barbgaunts_p54.json,draft_barbgaunts_p54,Barbgaunts,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,54,1,0,,6,4,4+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_battle_sister_squad_p37.json,draft_battle_sister_squad_p37,Battle Sister Squad,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,37,1,0,,6,3,3+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_berehk_stornbrow_40mm_p32.json,draft_berehk_stornbrow_40mm_p32,Berehk Stornbrow [⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,32,1,0,,6,6,5+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_big_mek_in_mega_armour_p35.json,draft_big_mek_in_mega_armour_p35,Big Mek In Mega Armour,10,orks_10_cn,orks_10_cn,,兽人10版中文老湿腐版1.11.pdf,35,1,0,,5,6,2+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_big_mek_with_shokk_attack_gun_p36.json,draft_big_mek_with_shokk_attack_gun_p36,Big Mek With Shokk Attack Gun,10,orks_10_cn,orks_10_cn,,兽人10版中文老湿腐版1.11.pdf,36,1,0,,6,5,4+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_biologus_putrifier_p37.json,draft_biologus_putrifier_p37,生物腐化者Biologus Putrifier,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,37,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_br_khyr_iron_master_32mm_p38.json,draft_br_khyr_iron_master_32mm_p38,BRÔKHYR IRON-MASTER [⌀32mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,38,1,0,,5,5,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_br_khyr_thunderky_40mm_p47.json,draft_br_khyr_thunderky_40mm_p47,BRÔKHYR THUNDERKY [⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,47,1,0,,5,6,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_buri_aegnirssen_40mm_p31.json,draft_buri_aegnirssen_40mm_p31,BURI AEGNIRSSEN [⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,31,1,0,,5,6,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_callidus_assassin_p18.json,draft_callidus_assassin_p18,Callidus Assassin,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,18,1,0,,7,4,6+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_captain_in_gravis_armour_p67.json,draft_captain_in_gravis_armour_p67,Captain in gravis armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,67,1,0,,5,6,3+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_captain_in_phobos_armour_p68.json,draft_captain_in_phobos_armour_p68,Captain in Phobos armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,68,1,0,,6,4,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_captain_in_terminator_armour_p69.json,draft_captain_in_terminator_armour_p69,Captain in Terminator armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,69,1,0,,5,5,2+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_captain_p66.json,draft_captain_p66,Captain,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,66,1,0,,6,4,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_captain_uriel_ventris_p52.json,draft_captain_uriel_ventris_p52,Captain Uriel Ventris,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,52,1,0,,6,4,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_captain_with_jump_pack_p70.json,draft_captain_with_jump_pack_p70,Captain with jump pack,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,70,1,0,,12,4,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_centurion_devastator_squad_p116.json,draft_centurion_devastator_squad_p116,CENTURION Devastator SQUAD,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,116,1,0,,4,7,2+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chaos_rhino_p56.json,draft_chaos_rhino_p56,混沌犀牛战车Chaos Rhino,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,56,1,0,,12,9,3+,10,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chaos_spawn_of_nurgle_p47.json,draft_chaos_spawn_of_nurgle_p47,纳垢混沌魔物Chaos Spawn of Nurgle,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,47,1,0,,8,7,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chaplain_in_terminator_armour_p79.json,draft_chaplain_in_terminator_armour_p79,Chaplain in Terminator armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,79,1,0,,5,5,2+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chaplain_on_bike_p80.json,draft_chaplain_on_bike_p80,Chaplain on bike,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,80,1,0,,12,5,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chaplain_p78.json,draft_chaplain_p78,Chaplain,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,78,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chaplain_with_jump_pack_p81.json,draft_chaplain_with_jump_pack_p81,Chaplain with jump pack,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,81,1,0,,12,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_chief_librarian_tigurius_p50.json,draft_chief_librarian_tigurius_p50,Chief librarian Tigurius,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,50,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_corpuscarii_electro_priests_p42.json,draft_corpuscarii_electro_priests_p42,Corpuscarii Electro-Priests,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,42,1,0,,6,3,7+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_cthonian_earthshakers_80mm_p48.json,draft_cthonian_earthshakers_80mm_p48,CTHONIAN EARTHSHAKERS [⌀80mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,48,1,0,,4,6,4+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_culexus_assassin_p16.json,draft_culexus_assassin_p16,Culexus Assassin,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,16,1,0,,7,4,6+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_death_guard_icon_bearer_p41.json,draft_death_guard_icon_bearer_p41,死亡守卫持像者Death Guard Icon Bearer,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,41,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_deathleaper_p32.json,draft_deathleaper_p32,Deathleaper,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,32,1,0,,8,6,3+,7,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_deathwatch_veterans_p28.json,draft_deathwatch_veterans_p28,Deathwatch Veterans,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,28,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_deathwing_knights_p25.json,draft_deathwing_knights_p25,Deathwing Knights,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,25,1,0,,5,5,2+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_deathwing_terminator_squad_p23.json,draft_deathwing_terminator_squad_p23,Deathwing Terminator Squad,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,23,1,0,,5,5,2+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_einhyr_champion_40mm_p34.json,draft_einhyr_champion_40mm_p34,EINHYR CHAMPION [⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,34,1,0,,5,5,2+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_einhyr_hearthguar_32mm_p43.json,draft_einhyr_hearthguar_32mm_p43,EINHYR HEARTHGUAR [⌀32mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,43,1,0,,5,5,2+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_eversor_assassin_p17.json,draft_eversor_assassin_p17,Eversor Assassin,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,17,1,0,,9,4,6+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_exaction_squad_p32.json,draft_exaction_squad_p32,Exaction Squad,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,32,1,0,,6,3,4+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_foul_blightspawn_p38.json,draft_foul_blightspawn_p38,恶臭病原体Foul Blightspawn,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,38,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_fulgurite_electro_priests_p43.json,draft_fulgurite_electro_priests_p43,Fulgurite Electro-Priests,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,43,1,0,,6,3,7+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_geomancer_p54.json,draft_geomancer_p54,Geomancer,11,necrons_11_cn,necrons_11_cn,,11版太空死灵规则1.01.pdf,54,1,0,,8,4,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_grey_knights_terminator_squad_p40.json,draft_grey_knights_terminator_squad_p40,Grey Knights Terminator Squad,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,40,1,0,,5,5,2+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_grimnyr_40mm_p35.json,draft_grimnyr_40mm_p35,GRIMNYR [⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,35,1,0,,5,5,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_harpy_p35.json,draft_harpy_p35,Harpy,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,35,1,0,,-,9,3+,12,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement|non_numeric_objective_control,pending_manual_review
draft_hearthkyn_warrior_28_5mm_p40.json,draft_hearthkyn_warrior_28_5mm_p40,HEARTHKYN WARRIOR [⌀28.5mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,40,1,0,,5,5,4+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_helbrute_p52.json,draft_helbrute_p52,地狱兽Helbrute,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,52,1,0,,7,9,2+,8,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_hernkyn_pioneers_90x52mm_p49.json,draft_hernkyn_pioneers_90x52mm_p49,HERNKYN PIONEERS [⌀90x52mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,49,1,0,,12,6,4+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_hernkyn_yaegirs_28_5mm_p42.json,draft_hernkyn_yaegirs_28_5mm_p42,HERNKYN YAEGIRS [⌀28.5mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,42,1,0,,6,5,5+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_hormagaunt_p53.json,draft_hormagaunt_p53,Hormagaunt,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,53,1,0,,10,3,5+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_imperial_navy_breachers_p44.json,draft_imperial_navy_breachers_p44,Imperial Navy Breachers,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,44,1,0,,6,3,4+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_imperium_rhino_p46.json,draft_imperium_rhino_p46,Imperium Rhino,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,46,1,0,,12,9,3+,10,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_inner_circle_companions_p22.json,draft_inner_circle_companions_p22,Inner Circle Companions,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,22,1,0,,6,4,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_inquisitor_coteaz_p21.json,draft_inquisitor_coteaz_p21,Inquisitor Coteaz,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,21,1,0,,6,3,2+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_inquisitor_draxus_p19.json,draft_inquisitor_draxus_p19,Inquisitor Draxus,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,19,1,0,,6,3,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_inquisitor_eisenhorn_p22.json,draft_inquisitor_eisenhorn_p22,Inquisitor Eisenhorn,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,22,1,0,,6,3,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_inquisitor_greyfax_p20.json,draft_inquisitor_greyfax_p20,Inquisitor Greyfax,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,20,1,0,,6,3,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_inquisitorial_henchmen_p23.json,draft_inquisitorial_henchmen_p23,Inquisitorial Henchmen,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,23,1,0,,6,3,5+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_ironstrider_ballistarii_p45.json,draft_ironstrider_ballistarii_p45,Ironstrider Ballistarii,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,45,1,0,,10,7,3+,7,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_k_hl_40mm_p33.json,draft_k_hl_40mm_p33,Kâhl [⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,33,1,0,,5,5,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_kapricus_carrier_105_x_70mm_p51.json,draft_kapricus_carrier_105_x_70mm_p51,KAPRICUS CARRIER [⌀105 x 70mm ],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,51,1,0,,12,7,4+,7,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_kapricus_defender_105_x_70mm_p52.json,draft_kapricus_defender_105_x_70mm_p52,KAPRICUS DEFENDER [⌀105 x 70mm ],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,52,1,0,,12,7,4+,7,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_kastelan_robots_p44.json,draft_kastelan_robots_p44,Kastelan Robots,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,44,1,0,,6,9,2+,7,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_kv128_p48.json,draft_kv128_p48,(KV128)雷暴,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,48,1,7,1:360|1:385,8”,11,2+,20,,2.0,needs_field_review,complex_weapon_attacks|complex_weapon_damage,pending_manual_review
draft_kx139_p54.json,draft_kx139_p54,(KX139)塔'钨钠至高装甲,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,54,1,9,1:790|1:890,8”,13,2+,30,,2.0,needs_field_review,complex_weapon_attacks|complex_weapon_damage,pending_manual_review
draft_lazarus_p21.json,draft_lazarus_p21,Lazarus,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,21,1,0,,6,4,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_librarian_in_phobos_armour_p76.json,draft_librarian_in_phobos_armour_p76,Librarian in Phobos armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,76,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_librarian_in_terminator_armour_p77.json,draft_librarian_in_terminator_armour_p77,Librarian in terminator armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,77,1,0,,5,5,2+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_librarian_p75.json,draft_librarian_p75,Librarian,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,75,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_lieutenant_in_phobos_armour_p73.json,draft_lieutenant_in_phobos_armour_p73,Lieutenant in Phobos armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,73,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_lieutenant_in_reiver_armour_p72.json,draft_lieutenant_in_reiver_armour_p72,Lieutenant in reiver armour,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,72,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_lieutenant_p71.json,draft_lieutenant_p71,Lieutenant,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,71,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_lion_el_jonson_p15.json,draft_lion_el_jonson_p15,Lion El’Jonson,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,15,1,0,,8,9,2+,10,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_lokhust_lord_p57.json,draft_lokhust_lord_p57,Lokhust Lord,11,necrons_11_cn,necrons_11_cn,,11版太空死灵规则1.01.pdf,57,1,0,,8,6,3+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_malignant_plaguecaster_p35.json,draft_malignant_plaguecaster_p35,恶瘟投放者Malignant Plaguecaster,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,35,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_master_of_executions_p52.json,draft_master_of_executions_p52,Master of executions,11,chaos_marines_11_cn,chaos_marines_11_cn,,混沌星际战士11版中文1.01.pdf,52,1,0,,6,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_master_of_possession_p51.json,draft_master_of_possession_p51,Master of possession,11,chaos_marines_11_cn,chaos_marines_11_cn,,混沌星际战士11版中文1.01.pdf,51,1,0,,8,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_memnyr_strategist_32mm_p36.json,draft_memnyr_strategist_32mm_p36,MEMNYR STRATEGIST [⌀32mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,36,1,0,,5,5,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
